target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,mcr_all,mcr_none,act_pred,act_true,act_ratio,precision_at_k,mag_on_false_pos,mag_on_true_pos,n_false_pos,gate_source
sb,blue_stranger,1,170430,1343,0.38142767807843664,0.009892189211026704,0.14298926328586972,17.117204938954877,0.008168894763017697,0.002403846153846154,1.7318125613338717,1.0775476849344294,0.09460699558258057,0.002344804318488529,0.007880068063134425,0.2975614296351452,0.41697691734921816,10.799010308652088,15.616963918986064,783,gate-head
sb,blue_stranger,6,170430,1336,0.21102861617136698,0.007299163058612237,0.1163094590201918,14.505297999693816,0.002623055656737367,0.0,0.3137321142776201,0.33959482878050906,0.02902490645647049,0.0010403831485067184,0.007838995482016078,0.1327189371257485,0.312874251497006,4.453567531049122,4.239234470579612,918,gate-head
sb,blue_stranger,12,170430,1379,0.1529871363317839,0.007592645034828104,0.11179434005341554,13.71477293332416,0.0008307404289214169,0.0,0.196900173622037,0.11483404301640202,0.009568857960402966,0.0004048582995951417,0.008091298480314498,0.050036258158085566,0.2189992748368383,1.3797005613644917,1.7924255234318853,1077,gate-head
sb,blue_stranger,18,170430,1547,0.12569540820907582,0.008688294359587328,0.13463883173904947,14.807932186930765,0.00022870863322127228,0.0,0.026947826362867237,0.025725040715935378,0.0028932751156389713,0.00014082027812004929,0.009077040427154844,0.015513897866839042,0.18164188752424046,0.3218305710508925,0.3618772093511561,1266,gate-head
sb,blue_stranger,24,170430,1590,0.10483138873307352,0.009065252862466577,0.13312897890771663,14.26036753135048,8.995202792514079e-05,0.0,0.0022015124525495786,0.009903663777761494,0.0012163883075118065,5.3174323769289444e-05,0.009329343425453265,0.0056996855345911954,0.1440251572327044,0.14731815271216397,0.08406112678186342,1361,gate-head
sb,blue_stranger,30,170430,1655,0.0870745673306084,0.009558282387416944,0.16864942717914289,17.364253681568357,3.011127919236778e-05,0.0,0.0004655881433796107,0.003134128625507199,0.0003462450113147497,1.906941266209001e-05,0.009710731678695066,0.001963746223564955,0.12386706948640483,0.039784481319887884,0.15457315212342798,1450,gate-head
sb,blue_stranger,36,170430,1779,0.06943109073766443,0.010350421333116235,0.8746842774527073,83.79362967253536,2.1192989217412326e-05,0.0,0.000345465557824351,0.00037691770083079866,0.0002983231679536402,1.0268145279586927e-05,0.010438303115648653,0.000983698707138842,0.11467116357504216,0.03138888949439639,0.028799014932969037,1575,gate-head
