corr_ls1.0_clustering,corr_ls1.0_n_active,corr_ls2.0_clustering,corr_ls2.0_n_active,corr_ls3.0_clustering,corr_ls3.0_n_active,corr_ls5.0_clustering,corr_ls5.0_n_active,corr_ls8.0_clustering,corr_ls8.0_n_active,gate_mass,gate_mean,gate_moran_i,indep_n_active,indep_clustering,topk_n_active,topk_clustering,origin,sample_idx,step,target_idx
0.7384196185286104,367,1.161662817551963,433,1.3597122302158273,417,1.2697947214076246,341,1.7263294422827498,771,396.3566589355469,0.012233230285346508,0.5053674939466394,382,0.08900523560209424,396,0.8055555555555556,335,0,1,0
0.47692307692307695,65,0.9696969696969697,66,1.0416666666666667,48,1.3148148148148149,108,0.4782608695652174,23,61.834449768066406,0.001908470643684268,0.25402553414257745,59,0.0,62,0.532258064516129,335,0,1,1
0.5035971223021583,139,1.037593984962406,133,0.967479674796748,123,0.5,10,0.15789473684210525,19,136.9482421875,0.004226797726005316,0.26286994163047517,146,0.0136986301369863,137,0.7226277372262774,335,0,1,2
0.6328125,384,1.1973392461197339,451,1.4056603773584906,530,0.9722222222222222,144,0.9178743961352657,207,380.85137939453125,0.011754672043025494,0.4466698994935115,392,0.05102040816326531,381,0.7086614173228346,335,0,2,0
0.4888888888888889,45,1.125,64,1.16,50,1.4838709677419355,124,1.372093023255814,86,58.28340530395508,0.0017988705076277256,0.30638787321405575,46,0.043478260869565216,58,0.6206896551724138,335,0,2,1
0.512,125,1.0714285714285714,126,0.9342105263157895,76,1.0675675675675675,74,1.1353383458646618,133,130.33340454101562,0.004022635985165834,0.3478034720351252,130,0.007692307692307693,130,0.7769230769230769,335,0,2,2
0.6926952141057935,397,1.2404092071611252,391,1.2881844380403458,347,1.2394822006472492,309,1.325503355704698,298,367.83837890625,0.011353036388754845,0.3667107439597602,371,0.05121293800539083,368,0.6358695652173914,335,0,3,0
0.23076923076923078,26,0.868421052631579,38,1.4411764705882353,34,0.8958333333333334,48,1.4222222222222223,45,55.76954650878906,0.0017212822567671537,0.2967567228766523,50,0.0,56,0.6071428571428571,335,0,3,1
0.5960264900662252,151,0.9897959183673469,98,1.3476702508960574,279,1.4817518248175183,137,0.8253968253968254,63,127.17459106445312,0.003925141878426075,0.2774067482395659,130,0.015384615384615385,127,0.7007874015748031,335,0,3,2
0.6391752577319587,291,1.0187265917602997,267,1.1571428571428573,280,1.6025179856115108,556,1.4787644787644787,518,360.1720275878906,0.011116420850157738,0.3285361646242329,357,0.058823529411764705,360,0.5333333333333333,335,0,4,0
0.5522388059701493,67,0.6666666666666666,33,1.3492063492063493,63,0.926829268292683,41,0.0,1,55.32328796386719,0.0017075089272111654,0.286527087246733,55,0.0,55,0.7272727272727273,335,0,4,1
0.5470085470085471,117,1.02803738317757,107,1.0595238095238095,84,1.3407407407407408,135,0.9519230769230769,104,126.1485595703125,0.003893474116921425,0.29602678137254224,132,0.030303030303030304,126,0.5317460317460317,335,0,4,2
0.6986301369863014,365,1.0826666666666667,375,1.2454545454545454,330,1.6375,480,1.7163120567375887,423,353.3720703125,0.01090654544532299,0.27670237525668195,347,0.023054755043227664,353,0.46742209631728043,335,0,5,0
0.37142857142857144,35,0.7619047619047619,21,1.1,30,1.162162162162162,37,0.36363636363636365,11,52.918548583984375,0.0016332885716110468,0.2827710054370004,61,0.0,53,0.6037735849056604,335,0,5,1
0.6748466257668712,163,1.162162162162162,185,1.0080645161290323,124,1.0740740740740742,81,1.2598425196850394,127,125.076171875,0.0038603756111115217,0.16085798829397754,126,0.007936507936507936,125,0.512,335,0,5,2
0.6607142857142857,280,1.2580645161290323,434,1.2966751918158568,391,1.3823529411764706,306,1.5044776119402985,335,348.1216735839844,0.010744496248662472,0.3070929365785242,325,0.015384615384615385,348,0.42528735632183906,335,0,6,0
0.5151515151515151,66,1.0294117647058822,102,1.2833333333333334,60,0.5454545454545454,11,0.45454545454545453,11,52.69609069824219,0.001626422512345016,0.2962155839071569,38,0.0,53,0.5094339622641509,335,0,6,1
0.5039370078740157,127,0.9296875,128,1.1983471074380165,121,1.5941176470588236,340,0.2727272727272727,11,124.65042114257812,0.0038472351152449846,0.17159206767265445,127,0.007874015748031496,125,0.448,335,0,6,2
0.6305732484076433,314,1.1770573566084788,401,1.1968503937007875,254,1.575268817204301,372,1.576271186440678,118,347.5047607421875,0.010725455358624458,0.27991221763560925,376,0.026595744680851064,348,0.3994252873563218,335,0,7,0
0.6323529411764706,68,0.9253731343283582,67,1.2337662337662338,77,1.349056603773585,106,1.548148148148148,135,51.73823928833008,0.0015968591906130314,0.31709209554040024,44,0.0,52,0.4230769230769231,335,0,7,1
0.46601941747572817,103,1.1797752808988764,178,1.1647058823529413,170,1.0980392156862746,51,0.2222222222222222,18,123.49217224121094,0.003811486763879657,0.28608990136768,134,0.014925373134328358,123,0.21951219512195122,335,0,7,2
0.74,350,1.0135135135135136,296,1.3366013071895424,306,1.2135135135135136,370,1.527027027027027,222,343.35198974609375,0.010597283951938152,0.28396308976846685,327,0.03058103975535168,343,0.3236151603498542,335,0,8,0
0.6142857142857143,70,1.0273972602739727,73,1.1973684210526316,76,-1.0,0,-1.0,0,51.06266784667969,0.0015760082751512527,0.3576552392877671,58,0.017241379310344827,51,0.4117647058823529,335,0,8,1
0.5272727272727272,110,1.0392156862745099,102,1.3105022831050228,219,1.1666666666666667,66,1.0694444444444444,72,122.13259887695312,0.0037695246282964945,0.2485319280623834,133,0.0,122,0.09016393442622951,335,0,8,2
0.732484076433121,314,1.2229038854805725,489,1.3096774193548386,310,1.4040178571428572,448,1.2277580071174377,281,340.94525146484375,0.010523001663386822,0.3420597089308974,341,0.01466275659824047,341,0.3284457478005865,335,0,9,0
0.5384615384615384,65,1.1428571428571428,42,1.1111111111111112,27,0.0,1,0.3333333333333333,3,50.99725341796875,0.0015739892842248082,0.35546138499973695,48,0.0,51,0.5490196078431373,335,0,9,1
0.5793650793650794,126,1.0144927536231885,69,1.2150537634408602,93,1.4175824175824177,91,1.5593220338983051,413,122.007568359375,0.0037656656932085752,0.21548655142528983,126,0.007936507936507936,122,0.16393442622950818,335,0,9,2
0.7428571428571429,385,1.1912568306010929,366,1.3590425531914894,376,1.0681818181818181,44,1.5681818181818181,440,338.46807861328125,0.010446545667946339,0.4149199987256552,321,0.03115264797507788,338,0.3047337278106509,335,0,10,0
0.5675675675675675,37,1.0689655172413792,87,1.2105263157894737,38,1.3673469387755102,49,1.4411764705882353,34,50.74803924560547,0.001566297491081059,0.3642433390821344,56,0.0,51,0.45098039215686275,335,0,10,1
0.5763888888888888,144,0.8918918918918919,74,1.3666666666666667,120,1.5625,272,1.646341463414634,82,120.95413208007812,0.0037331522908061743,0.42711513612404567,121,0.0,121,0.05785123966942149,335,0,10,2
0.7323076923076923,325,1.0411522633744856,243,1.4513513513513514,370,1.5270758122743682,277,1.2569060773480663,362,338.8329772949219,0.010457808151841164,0.41149524778656477,340,0.014705882352941176,339,0.30973451327433627,335,0,11,0
0.5714285714285714,56,1.2318840579710144,69,1.5,26,1.8083832335329342,167,0.8536585365853658,41,50.665103912353516,0.0015637377509847283,0.3810129439584555,67,0.014925373134328358,51,0.43137254901960786,335,0,11,1
0.5188679245283019,106,0.9901960784313726,102,0.9726027397260274,73,1.3923076923076922,130,0.6666666666666666,3,121.10533142089844,0.003737818915396929,0.4226094248452195,132,0.007575757575757576,121,0.03305785123966942,335,0,11,2
0.6549707602339181,342,1.2189616252821671,443,1.3571428571428572,336,1.4397905759162304,573,1.72,575,338.1548156738281,0.01043687667697668,0.4653935781854716,344,0.023255813953488372,338,0.3224852071005917,335,0,12,0
0.3333333333333333,24,0.8421052631578947,38,0.625,16,1.125,32,1.1515151515151516,66,50.48540115356445,0.0015581913758069277,0.45048394282006005,57,0.05263157894736842,50,0.54,335,0,12,1
0.5,118,0.96,100,1.24822695035461,141,1.416342412451362,257,0.3076923076923077,13,120.82528686523438,0.003729175543412566,0.43984222756542213,122,0.00819672131147541,121,0.06611570247933884,335,0,12,2
0.6534954407294833,329,1.1146131805157593,349,1.4154727793696276,349,1.541871921182266,406,1.4267100977198697,307,337.5696716308594,0.010418817400932312,0.49161673301583336,333,0.02702702702702703,338,0.3165680473372781,335,0,13,0
0.29411764705882354,17,1.3076923076923077,52,1.462962962962963,108,0.8260869565217391,23,1.6944937833037301,563,50.50261306762695,0.001558722578920424,0.44663749711868417,57,0.0,51,0.5098039215686274,335,0,13,1
0.43137254901960786,102,1.0454545454545454,44,1.0256410256410255,78,1.5100671140939597,149,1.8106796116504855,206,120.77970886230469,0.0037277687806636095,0.43774889232504993,126,0.015873015873015872,121,0.04132231404958678,335,0,13,2
