target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,mcr_all,mcr_none,act_pred,act_true,act_ratio,precision_at_k,mag_on_false_pos,mag_on_true_pos,n_false_pos,gate_source
sb,use_real,1,170430,1343,0.4755127282917689,0.005497652467002749,0.124496906648873,15.456243006113088,0.0027221101738013585,0.0183823543436387,0.6523884655027128,0.3182978000979573,0.018514877185225487,0.0025963738778384086,0.007880068063134425,0.3294862248696947,0.47356664184661207,3.0327970507795774,6.881387677488837,707,gate-head
sb,use_real,6,170430,1336,0.48756441617378865,0.005344567605204449,0.10501564517636898,13.113073655953464,0.002239878428890073,0.020217154420921542,0.629808954123493,0.3265249290072428,0.016287539154291153,0.00241374757965147,0.007838995482016078,0.30791541916167664,0.48577844311377244,2.6576601071649244,5.599480057901521,687,gate-head
sb,use_real,12,170430,1379,0.48948594756056707,0.005485547013374931,0.09938709715436238,11.985221961140363,0.0024307568935139135,0.0375,0.5751963210814273,0.34224411986905373,0.01734757609665394,0.0025578683330399576,0.008091298480314498,0.3161258158085569,0.4945612762871646,2.913020151289156,5.0534274830234365,697,gate-head
sb,use_real,18,170430,1547,0.49284106560655455,0.006118799342008577,0.11983042428609768,12.891084550095465,0.002843337766867843,0.04414819680422627,0.6338563742431628,0.35569735921423545,0.021345028653740883,0.002851977351405269,0.009077040427154844,0.3141968325791855,0.49256625727213965,3.167436344152803,5.634514469252483,785,gate-head
sb,use_real,24,170430,1590,0.4932305432905191,0.006294945517546025,0.12142769392376075,12.720924231762641,0.00277571870957088,0.041666666666666664,0.6858391003962879,0.3321116776477223,0.020288068801164627,0.003045971953294608,0.009329343425453265,0.3264937106918239,0.49559748427672956,2.754519960306529,4.929727223999609,802,gate-head
sb,use_real,30,170430,1655,0.49349853197731924,0.006560784557575302,0.1572675548815396,15.858964310480658,0.0032974282009498117,0.0625,0.7722850182599499,0.30586660191228116,0.024652643129229546,0.0032777386610338554,0.009710731678695066,0.33753776435045313,0.4984894259818731,3.3225903879447154,5.254924280751835,830,gate-head
sb,use_real,36,170430,1779,0.47120431328601853,0.007206788053934677,0.8612537955972369,82.1759591089858,0.003512894253525727,0.03125,0.7131753404484157,0.06191345110887782,0.02538081631064415,0.003349982397465235,0.010438303115648653,0.3209317032040472,0.4896008993816751,3.1068281912724878,5.4006171659336575,908,gate-head
