target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,mcr_all,mcr_none,act_pred,act_true,act_ratio,precision_at_k,mag_on_false_pos,mag_on_true_pos,n_false_pos,gate_source
sb,occurrence_real_magnitude_model,1,170430,1343,0.38142767807843664,0.009892189211026704,0.14298926328586972,17.117204938954877,0.008168894763017697,0.002403846153846154,1.7318125613338717,1.0775476849344294,0.09460699558258057,0.002344804318488529,0.007880068063134425,0.2975614296351452,0.41697691734921816,10.799010308652088,15.616963918986064,783,gate-head
sb,occurrence_real_magnitude_model,6,170430,1336,0.37344063025878194,0.011142657354411415,0.12260825597217548,14.159726469999201,0.011701955725329895,0.02627840818780841,2.3845392733166433,1.780210361317666,0.14315003156661987,0.002948791292612803,0.007838995482016078,0.3761695359281437,0.437125748502994,12.95786226279241,16.295698749029064,752,gate-head
sb,occurrence_real_magnitude_model,12,170430,1379,0.3995538108328052,0.01092147179706213,0.11750831118132542,13.153743103301887,0.01116781169694347,0.03125,2.426161453753317,1.6485271744567191,0.13381464779376984,0.002974828375286041,0.008091298480314498,0.36765772298767224,0.43364757070340826,10.285371634780063,11.066053890813155,781,gate-head
sb,occurrence_real_magnitude_model,18,170430,1547,0.4073258766302247,0.011925090861754199,0.13984115996816016,14.064123607577146,0.01229211745677001,0.05113636363636364,2.436471170412858,1.5972485734109145,0.1477716863155365,0.0033261456316376224,0.009077040427154844,0.3664350355526826,0.45054945054945056,11.1245590644023,13.81339687100442,850,gate-head
sb,occurrence_real_magnitude_model,24,170430,1590,0.4212234823990079,0.012453093956025589,0.14109761074676305,13.615163179094546,0.014209644307098441,0.0556985294117647,2.70436039821321,1.8889214223478477,0.17377695441246033,0.003470999823974652,0.009329343425453265,0.3720518867924528,0.4647798742138365,10.93089041863289,13.982578976188202,851,gate-head
sb,occurrence_real_magnitude_model,30,170430,1655,0.40325325483665675,0.013124063394954486,0.17579640026850143,16.67440756934152,0.014011766970822006,0.05,2.2531203738104346,1.3797751328424563,0.16621093451976776,0.003627589039488353,0.009710731678695066,0.37356495468277945,0.4646525679758308,12.23398766533785,11.481062871892059,886,gate-head
sb,occurrence_real_magnitude_model,36,170430,1779,0.3897448533742569,0.014429777746194571,0.8837377559601735,83.10304463787938,0.016454745821281543,0.041666666666666664,2.6054727813453535,0.321918341892479,0.19824816286563873,0.003858255588804788,0.010438303115648653,0.3696247892074199,0.4440697020798201,14.3133837199187,14.565268911326989,989,gate-head
