target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,mcr_all,mcr_none,act_pred,act_true,act_ratio,precision_at_k,mag_on_false_pos,mag_on_true_pos,n_false_pos,gate_source
sb,fullhalf_fortythree,1,170430,1343,0.44346587194549464,0.006024776226126077,0.12862699318270407,15.277823661522675,0.008302124176922537,0.125,1.389234363647452,0.7356291896386113,0.057843003422021866,0.0039227982162764775,0.007880068063134425,0.4978127326880119,0.44973938942665675,8.034506225456889,12.15128323208812,739,gate-head
sb,fullhalf_fortythree,6,170430,1336,0.353472681483079,0.006184293976443482,0.11199186446910979,13.63856955151029,0.005119309618630068,0.0,0.8400277774514658,0.5268098644703209,0.03459133580327034,0.002258258522560582,0.007838995482016078,0.28808008982035926,0.4026946107784431,5.799968746745198,8.314010320875282,798,gate-head
sb,fullhalf_fortythree,12,170430,1379,0.30164356727063707,0.00679657784801053,0.10664972413114,12.746991688078992,0.003538641864344251,0.0,0.5188630744260343,0.39550887371255333,0.02539987862110138,0.0014514756791644665,0.008091298480314498,0.1793872371283539,0.3531544597534445,4.215246693602859,6.48678132689709,892,gate-head
sb,fullhalf_fortythree,18,170430,1547,0.2687395645879667,0.007990693437032235,0.13104550808788137,14.148735454149481,0.002640835346650495,0.0,0.28337998184355834,0.21392229972471752,0.01622350886464119,0.0009461362436190812,0.009077040427154844,0.10423400129282481,0.32967032967032966,2.5441779691722375,4.203799064486635,1037,gate-head
sb,fullhalf_fortythree,24,170430,1590,0.24692466352711664,0.008523447701309972,0.13139157668656637,13.871983099563645,0.0019936821036798903,0.0,0.21275866518119307,0.15994941084669712,0.013490213081240654,0.0006454262747168925,0.009329343425453265,0.06918238993710692,0.3270440251572327,1.974182261986153,2.5623798326230967,1070,gate-head
sb,fullhalf_fortythree,30,170430,1655,0.23356628362521753,0.009074928638619537,0.16826020030901845,17.242770486781964,0.0008283263696748015,0.0,0.12020998363179347,0.06484299139869121,0.006414975505322218,0.00040742533591503846,0.009710731678695066,0.04195619335347432,0.33353474320241694,0.9711015396569928,1.4164402155556541,1103,gate-head
sb,fullhalf_fortythree,36,170430,1779,0.19767462334185212,0.009968586806628547,0.8744949814421148,83.73244932193168,0.0004752556668098775,0.0,0.0556068968057543,0.007583634400197895,0.004725364968180656,0.000239101097224667,0.010438303115648653,0.02290612703766161,0.29454749859471613,0.6303784822325308,0.636569649379217,1255,gate-head
