target,h,M_mean,M_p99,M_max
sb,1,0.03053673543035984,0.0,1408.000732421875
sb,2,0.0054127792827785015,0.0,178.49996948242188
sb,3,0.0008705920190550387,0.0,24.9999942779541
sb,4,0.0008823270327411592,0.0,20.75
sb,5,0.00012761837569996715,0.0,1.5000001192092896
sb,6,0.00013275245146360248,0.0,7.624999523162842
sb,7,3.153787474730052e-05,0.0,0.25
sb,8,1.9802851966232993e-05,0.0,0.25
sb,9,1.6135656551341526e-05,0.0,0.25
sb,10,1.5402218195958994e-05,0.0,0.5
sb,11,2.640380262164399e-05,0.0,0.875
sb,12,1.8335973436478525e-05,0.0,0.625
sb,13,8.801267540547997e-06,0.0,0.125
sb,14,1.5402218195958994e-05,0.0,0.25
sb,15,1.9802851966232993e-05,0.0,0.125
sb,16,9.534705895930529e-06,0.0,0.125
sb,17,8.067828275670763e-06,0.0,0.125
sb,18,1.6135656551341526e-05,0.0,0.5
sb,19,1.3935339666204527e-05,0.0,0.125
sb,20,1.2468462045944761e-05,0.0,0.125
sb,21,1.466877893108176e-05,0.0,0.25
sb,22,1.1001584425684996e-05,0.0,0.25
sb,23,1.2468462045944761e-05,0.0,0.125
sb,24,1.7602535081095994e-05,0.0,0.25
sb,25,1.6135656551341526e-05,0.0,0.25
sb,26,1.3201901310821995e-05,0.0,0.125
sb,27,9.534705895930529e-06,0.0,0.125
sb,28,1.7602535081095994e-05,0.0,0.25
sb,29,1.3935339666204527e-05,0.0,0.125
sb,30,1.6135656551341526e-05,0.0,0.125
sb,31,1.466877893108176e-05,0.0,0.125
sb,32,1.5402218195958994e-05,0.0,0.25
sb,33,1.3935339666204527e-05,0.0,0.125
sb,34,1.466877893108176e-05,0.0,0.125
sb,35,1.3935339666204527e-05,0.0,0.25
sb,36,1.5402218195958994e-05,0.0,0.25
ns,1,0.0030269024427980185,0.0,166.125
ns,2,0.0005779499188065529,0.0,15.000001907348633
ns,3,0.0003850554348900914,0.0,6.374999523162842
ns,4,0.00042099395068362355,0.0,40.875
ns,5,0.00011514991638250649,0.0,2.500000238418579
ns,6,6.0875434428453445e-05,0.0,1.875
ns,7,5.354104359867051e-05,0.0,0.5
ns,8,3.8872265577083454e-05,0.0,0.375
ns,9,2.3470045562135056e-05,0.0,0.25
ns,10,2.420348573650699e-05,0.0,0.25
ns,11,1.9069411791861057e-05,0.0,0.125
ns,12,1.7602535081095994e-05,0.0,0.125
ns,13,1.466877893108176e-05,0.0,0.25
ns,14,2.1269728676998056e-05,0.0,0.25
ns,15,1.6135656551341526e-05,0.0,0.25
ns,16,1.466877893108176e-05,0.0,0.125
ns,17,1.6135656551341526e-05,0.0,0.125
ns,18,1.2468462045944761e-05,0.0,0.125
ns,19,1.2468462045944761e-05,0.0,0.125
ns,20,1.7602535081095994e-05,0.0,0.25
ns,21,1.9069411791861057e-05,0.0,0.25
ns,22,1.0268145160807762e-05,0.0,0.125
ns,23,1.686909672571346e-05,0.0,0.125
ns,24,1.3201901310821995e-05,0.0,0.125
ns,25,1.7602535081095994e-05,0.0,0.25
ns,26,1.5402218195958994e-05,0.0,0.125
ns,27,1.7602535081095994e-05,0.0,0.125
ns,28,9.534705895930529e-06,0.0,0.125
ns,29,9.534705895930529e-06,0.0,0.125
ns,30,1.9069411791861057e-05,0.0,0.25
ns,31,1.2468462045944761e-05,0.0,0.125
ns,32,8.067828275670763e-06,0.0,0.125
ns,33,1.3935339666204527e-05,0.0,0.25
ns,34,1.3201901310821995e-05,0.0,0.125
ns,35,1.5402218195958994e-05,0.0,0.125
ns,36,1.686909672571346e-05,0.0,0.25
os,1,0.024892186746001244,0.0,1709.62548828125
os,2,0.004959514364600182,0.0,84.37498474121094
os,3,0.004597195889800787,0.0,239.50006103515625
os,4,0.0015966965584084392,0.0,72.50000762939453
os,5,0.00039605703204870224,0.0,11.499999046325684
os,6,0.000142287157359533,0.0,2.0
os,7,7.847796950954944e-05,0.0,1.6249998807907104
os,8,5.867511572432704e-05,0.0,1.875
os,9,3.8872265577083454e-05,0.0,0.25
os,10,3.080443639191799e-05,0.0,0.25
os,11,3.0070996217546053e-05,0.0,0.25
os,12,2.5670362447272055e-05,0.0,0.25
os,13,2.860411950678099e-05,0.0,0.25
os,14,3.153787474730052e-05,0.0,0.25
os,15,1.7602535081095994e-05,0.0,0.25
os,16,2.5670362447272055e-05,0.0,0.25
os,17,3.520507016219199e-05,0.0,0.375
os,18,2.860411950678099e-05,0.0,0.25
os,19,2.1269728676998056e-05,0.0,0.125
os,20,2.3470045562135056e-05,0.0,0.25
os,21,2.7137240977026522e-05,0.0,0.25
os,22,2.3470045562135056e-05,0.0,0.25
os,23,3.3004751458065584e-05,0.0,0.25
os,24,2.3470045562135056e-05,0.0,0.25
os,25,2.7870679332409054e-05,0.0,0.25
os,26,2.7137240977026522e-05,0.0,0.25
os,27,2.4936924091889523e-05,0.0,0.375
os,28,2.7137240977026522e-05,0.0,0.25
os,29,2.0536290321615525e-05,0.0,0.25
os,30,2.420348573650699e-05,0.0,0.25
os,31,2.5670362447272055e-05,0.0,0.25
os,32,2.0536290321615525e-05,0.0,0.25
os,33,2.420348573650699e-05,0.0,0.375
os,34,2.640380262164399e-05,0.0,0.125
os,35,2.7137240977026522e-05,0.0,0.25
os,36,2.860411950678099e-05,0.0,0.25
