target,h,M_mean,M_p99,M_max
sb,1,0.17043069005012512,0.0,8218.0029296875
sb,2,0.023588864132761955,0.0,156.25001525878906
sb,3,0.020525289699435234,0.0,525.7501220703125
sb,4,0.012874787673354149,0.0,193.37501525878906
sb,5,0.014440678060054779,0.0,429.50006103515625
sb,6,0.006093410775065422,0.0,291.9999694824219
sb,7,0.003368685021996498,0.0,69.25
sb,8,0.0019729507621377707,0.0,36.624996185302734
sb,9,0.0012827847385779023,0.0,57.0
sb,10,0.0006219562492333353,0.0,12.875001907348633
sb,11,0.00031904593924991786,0.0,11.500000953674316
sb,12,0.00022296543465927243,0.0,8.25
sb,13,0.00016942439833655953,0.0,22.875
sb,14,7.55442088120617e-05,0.0,4.0
sb,15,5.13407212565653e-06,0.0,0.8749999403953552
sb,16,2.7870679332409054e-05,0.0,2.875
sb,17,0.0,0.0,0.0
sb,18,0.0,0.0,0.0
sb,19,0.0,0.0,0.0
sb,20,0.0,0.0,0.0
sb,21,0.0,0.0,0.0
sb,22,0.0,0.0,0.0
sb,23,0.0,0.0,0.0
sb,24,0.0,0.0,0.0
sb,25,0.0,0.0,0.0
sb,26,0.0,0.0,0.0
sb,27,0.0,0.0,0.0
sb,28,0.0,0.0,0.0
sb,29,0.0,0.0,0.0
sb,30,0.0,0.0,0.0
sb,31,0.0,0.0,0.0
sb,32,0.0,0.0,0.0
sb,33,0.0,0.0,0.0
sb,34,0.0,0.0,0.0
sb,35,0.0,0.0,0.0
sb,36,0.0,0.0,0.0
ns,1,0.09082907438278198,0.0,8142.5009765625
ns,2,0.0020440942607820034,0.0,95.12501525878906
ns,3,0.0009410021593794227,0.0,7.125000476837158
ns,4,0.0006454262766055763,0.0,10.749998092651367
ns,5,0.0007019010954536498,0.0,15.624999046325684
ns,6,0.0007268380140885711,0.0,26.5000057220459
ns,7,0.0007429736433550715,0.0,28.875
ns,8,0.0011881710961461067,0.0,81.50000762939453
ns,9,0.0007173033081926405,0.0,19.375003814697266
ns,10,0.0004239277041051537,0.0,25.750001907348633
ns,11,0.0005229419912211597,0.0,11.125000953674316
ns,12,0.0006674294709227979,0.0,29.499996185302734
ns,13,0.000799448462203145,0.0,17.500001907348633
ns,14,0.00693979999050498,0.0,1083.8751220703125
ns,15,0.0010715544922277331,0.0,105.8750228881836
ns,16,0.00017822567315306515,0.0,12.500000953674316
ns,17,0.00013128557475283742,0.0,4.625
ns,18,2.7137240977026522e-05,0.0,1.625
ns,19,2.5670362447272055e-05,0.0,1.125
ns,20,3.4471631806809455e-05,0.0,1.0
ns,21,4.9140409828396514e-05,0.0,3.125
ns,22,3.593850851757452e-05,0.0,1.25
ns,23,7.334389238167205e-07,0.0,0.125
ns,24,1.466877847633441e-06,0.0,0.25
ns,25,0.0,0.0,0.0
ns,26,0.0,0.0,0.0
ns,27,0.0,0.0,0.0
ns,28,0.0,0.0,0.0
ns,29,0.0,0.0,0.0
ns,30,0.0,0.0,0.0
ns,31,0.0,0.0,0.0
ns,32,0.0,0.0,0.0
ns,33,0.0,0.0,0.0
ns,34,0.0,0.0,0.0
ns,35,0.0,0.0,0.0
ns,36,0.0,0.0,0.0
os,1,0.01120767742395401,0.0,1265.62451171875
os,2,0.0001899607159430161,0.0,18.625001907348633
os,3,0.0001818928576540202,0.0,19.25
os,4,9.82808051048778e-05,0.0,14.124998092651367
os,5,0.0003865223261527717,0.0,52.625
os,6,3.8138823583722115e-05,0.0,4.125
os,7,0.00043126216041855514,0.0,72.00000762939453
os,8,7.334389238167205e-07,0.0,0.125
os,9,0.00024130141537170857,0.0,40.625
os,10,0.0005610806401818991,0.0,95.6249771118164
os,11,0.0,0.0,0.0
os,12,0.0,0.0,0.0
os,13,7.334389238167205e-07,0.0,0.125
os,14,0.00012908523785881698,0.0,21.999998092651367
os,15,0.0,0.0,0.0
os,16,0.0,0.0,0.0
os,17,0.0,0.0,0.0
os,18,0.0,0.0,0.0
os,19,0.0,0.0,0.0
os,20,0.0,0.0,0.0
os,21,0.0,0.0,0.0
os,22,0.0,0.0,0.0
os,23,0.0,0.0,0.0
os,24,0.0,0.0,0.0
os,25,0.0,0.0,0.0
os,26,0.0,0.0,0.0
os,27,0.0,0.0,0.0
os,28,0.0,0.0,0.0
os,29,0.0,0.0,0.0
os,30,0.0,0.0,0.0
os,31,0.0,0.0,0.0
os,32,0.0,0.0,0.0
os,33,0.0,0.0,0.0
os,34,0.0,0.0,0.0
os,35,0.0,0.0,0.0
os,36,0.0,0.0,0.0
