target,h,M_mean,M_p99,M_max
sb,1,0.044714104384183884,0.0,2317.99951171875
sb,2,0.08992987871170044,0.0,3037.999755859375
sb,3,0.02629525400698185,0.0,985.8748779296875
sb,4,0.060045912861824036,0.0,2068.125
sb,5,0.040281202644109726,0.0,700.3751220703125
sb,6,0.053926099091768265,0.0,2072.74951171875
sb,7,0.031011998653411865,0.0,375.6250305175781
sb,8,0.06342340260744095,0.0,5374.375
sb,9,0.060532182455062866,0.0,4122.125
sb,10,0.25805461406707764,0.0,10502.001953125
sb,11,0.025594085454940796,0.0,1439.625244140625
sb,12,0.043387312442064285,0.0,1672.1246337890625
sb,13,44.23350143432617,0.0,800316.3125
sb,14,0.06017281115055084,0.0,2383.2509765625
sb,15,0.014852137304842472,0.0,532.749755859375
sb,16,0.01623760536313057,0.0,449.99993896484375
sb,17,504.6897277832031,0.0,12462200.0
sb,18,0.010401629842817783,0.0,895.7496948242188
sb,19,0.019499938935041428,0.0,1429.62451171875
sb,20,0.08430806547403336,0.0,11343.2490234375
sb,21,0.0038879597559571266,0.0,235.99996948242188
sb,22,0.0027474623639136553,0.0,159.12496948242188
sb,23,13.237566947937012,0.0,267491.84375
sb,24,0.033631108701229095,0.0,804.0001831054688
sb,25,11.844602584838867,0.0,264416.8125
sb,26,84.43624114990234,0.0,1676430.75
sb,27,29.500551223754883,0.0,595855.0
sb,28,0.033623043447732925,0.0,563.5000610351562
sb,29,2.0305843353271484,0.0,66232.015625
sb,30,0.018931524828076363,0.0,512.749755859375
sb,31,0.0063933879137039185,0.0,771.1250610351562
sb,32,0.23887225985527039,0.0,5315.626953125
sb,33,0.0014272722182795405,0.0,52.37499237060547
sb,34,0.004102857317775488,0.0,80.625
sb,35,0.00033738193451426923,0.0,53.875003814697266
sb,36,5.867511390533764e-06,0.0,0.5
ns,1,0.009003693237900734,0.0,1234.49951171875
ns,2,0.003314411034807563,0.0,300.25006103515625
ns,3,0.02394898422062397,0.0,3855.250244140625
ns,4,0.0004261280409991741,0.0,11.0
ns,5,1.4672844409942627,0.0,249354.53125
ns,6,0.053177233785390854,0.0,7622.4970703125
ns,7,0.2499692589044571,0.0,32017.384765625
ns,8,0.00018042598094325513,0.0,6.499999523162842
ns,9,0.29853302240371704,0.0,27789.9921875
ns,10,1.4725918769836426,0.0,142511.4375
ns,11,5.995506763458252,0.0,433554.0625
ns,12,0.07172443717718124,0.0,5992.373046875
ns,13,2.5609681606292725,0.0,256857.78125
ns,14,1.687280297279358,0.0,128907.8203125
ns,15,8.8793363571167,0.0,1476200.625
ns,16,6.735957622528076,0.0,1115408.875
ns,17,10.43437671661377,0.0,1642037.625
ns,18,3.5963633060455322,0.0,414725.28125
ns,19,5.242649555206299,0.0,299702.375
ns,20,13.494973182678223,0.0,892122.875
ns,21,9.025754928588867,0.0,914535.75
ns,22,2.1494781970977783,0.0,147121.921875
ns,23,5.572345733642578,0.0,587677.125
ns,24,2.233837604522705,0.0,257906.140625
ns,25,1.4648560285568237,0.0,111027.796875
ns,26,3.132899761199951,0.0,465171.125
ns,27,0.31522464752197266,0.0,31630.37109375
ns,28,7.006312847137451,0.0,479943.1875
ns,29,3.9998855590820312,0.0,624815.25
ns,30,5.734511375427246,0.0,788572.3125
ns,31,6.566174030303955,0.0,603903.625
ns,32,21.59129524230957,0.0,1147142.875
ns,33,0.010218268260359764,0.0,1593.6243896484375
ns,34,0.17463037371635437,0.0,16988.87890625
ns,35,1.0344961881637573,0.0,163940.0625
ns,36,5.06583833694458,0.0,579165.5625
os,1,0.008756528608500957,0.0,188.12503051757812
os,2,0.10320362448692322,0.0,8837.2470703125
os,3,4.412989616394043,0.0,750930.4375
os,4,0.273506760597229,0.0,33645.1328125
os,5,0.318570613861084,0.0,31583.498046875
os,6,0.14729145169258118,0.0,12267.630859375
os,7,38.291046142578125,0.0,6506163.5
os,8,0.21268267929553986,0.0,29039.3828125
os,9,0.685107409954071,0.0,79053.984375
os,10,0.09122516214847565,0.0,7733.3779296875
os,11,0.5109826922416687,0.0,63096.52734375
os,12,3.967332601547241,0.0,379879.625
os,13,15.532061576843262,0.0,2539941.25
os,14,4.2697434425354,0.0,394337.4375
os,15,5.27886962890625,0.0,319365.1875
os,16,21.303590774536133,0.0,1839738.75
os,17,23.76934814453125,0.0,2323049.75
os,18,8.76335334777832,0.0,1046337.8125
os,19,1.018876314163208,0.0,49049.0
os,20,13.362030982971191,0.0,1369396.0
os,21,27.6579647064209,0.0,2122257.0
os,22,22.3255672454834,0.0,1859998.25
os,23,5.041854381561279,0.0,384543.75
os,24,4.340831279754639,0.0,272687.53125
os,25,16.928987503051758,0.0,1969411.875
os,26,20.820863723754883,0.0,1810618.625
os,27,3.1422016620635986,0.0,317351.625
os,28,1.4960647821426392,0.0,168090.8125
os,29,0.4112054407596588,0.0,32080.990234375
os,30,14.382705688476562,0.0,1329800.625
os,31,13.785264015197754,0.0,641822.9375
os,32,21.842702865600586,0.0,1435815.625
os,33,24.47593879699707,0.0,2185139.75
os,34,36.923343658447266,0.0,2286257.75
os,35,19.497726440429688,0.0,1130013.0
os,36,0.7257899045944214,0.0,50688.390625
