target,h,M_mean,M_p99,M_max
sb,1,0.1716848611831665,2.0,1006.625
sb,2,0.2432376891374588,2.75,1446.3743896484375
sb,3,0.47295811772346497,4.125,3929.00048828125
sb,4,0.6494551301002502,3.000000238418579,9803.00390625
sb,5,2.0994908809661865,3.000000238418579,106751.984375
sb,6,5.00007438659668,2.875,299197.1875
sb,7,0.7412604093551636,2.375,26770.0078125
sb,8,1.6188340187072754,3.125,49247.5
sb,9,0.98190838098526,2.75,27101.12109375
sb,10,1.0811558961868286,2.25,17744.498046875
sb,11,0.5532395243644714,2.0,7692.62646484375
sb,12,1.0489565134048462,1.7500001192092896,78098.0390625
sb,13,4.634699821472168,1.4999998807907104,206689.8125
sb,14,2.19669246673584,1.125,109365.90625
sb,15,2.2711915969848633,0.7499999403953552,129406.921875
sb,16,0.8041505217552185,0.625,25640.25390625
sb,17,15.24428939819336,0.625,978143.4375
sb,18,5.119702339172363,0.5,79755.890625
sb,19,1.2219544649124146,0.375,99163.21875
sb,20,3.690311908721924,0.375,62474.88671875
sb,21,0.84334397315979,0.33874999999898137,61983.73828125
sb,22,9.348628044128418,0.25,731953.0625
sb,23,278.3908996582031,0.25,6657062.0
sb,24,0.6970009803771973,0.125,65203.37890625
sb,25,9.33297061920166,0.125,173291.84375
sb,26,399.97454833984375,0.125,7418292.0
sb,27,2.500054359436035,0.125,78106.15625
sb,28,0.7828962206840515,0.0,40146.0
sb,29,12.610147476196289,0.0,318002.6875
sb,30,1.4355206489562988,0.0,94239.28125
sb,31,0.9555162191390991,0.0,60009.35546875
sb,32,0.29420292377471924,0.0,7365.50341796875
sb,33,0.935867428779602,0.0,77671.390625
sb,34,6.079741477966309,0.0,87221.2734375
sb,35,1.9229942560195923,0.0,50278.0078125
sb,36,0.70932936668396,0.0,11887.2548828125
ns,1,0.0976889356970787,0.5,1422.500244140625
ns,2,0.5652797222137451,2.625000238418579,43876.75
ns,3,0.5495826601982117,3.875,6678.126953125
ns,4,0.5712300539016724,2.0,10013.8720703125
ns,5,1.2008345127105713,0.8387499576796835,97409.984375
ns,6,0.8059490323066711,0.5,13285.1298828125
ns,7,1.2575294971466064,0.375,25727.625
ns,8,1.9748668670654297,0.375,100668.828125
ns,9,13.942046165466309,0.375,2167419.5
ns,10,15.155780792236328,0.375,1131443.0
ns,11,2.3783485889434814,0.25,129611.078125
ns,12,37.46660614013672,0.25,2500529.75
ns,13,50.25220489501953,0.25,4342902.0
ns,14,23.974140167236328,0.25,1244810.5
ns,15,104.35566711425781,0.25,13639306.0
ns,16,40.53003692626953,0.25,1790196.875
ns,17,27.448043823242188,0.25,1424101.375
ns,18,15.302281379699707,0.125,562696.125
ns,19,13.420589447021484,0.125,684255.0625
ns,20,43.73563766479492,0.125,6488343.0
ns,21,24.417943954467773,0.125,811214.125
ns,22,20.091623306274414,0.125,1649058.75
ns,23,26.483932495117188,0.125,1667298.0
ns,24,13.11946964263916,0.0,633055.8125
ns,25,38.01959228515625,0.0,3014357.0
ns,26,14.431771278381348,0.0,527487.125
ns,27,7.008235931396484,0.0,890833.125
ns,28,31.050983428955078,0.0,2380885.0
ns,29,68.68710327148438,0.0,8145629.0
ns,30,9.469091415405273,0.0,574902.9375
ns,31,55.85670852661133,0.0,5381478.0
ns,32,14.181927680969238,0.0,1348271.0
ns,33,56.47898864746094,0.0,6527518.0
ns,34,31.46189308166504,0.0,3322940.75
ns,35,28.567041397094727,0.0,2962726.0
ns,36,64.57774353027344,0.0,2298886.25
os,1,0.04803144931793213,0.5,1536.1248779296875
os,2,0.10213872045278549,0.625,2122.3759765625
os,3,0.09847811609506607,0.5,1851.1248779296875
os,4,0.12886008620262146,0.5,8279.7490234375
os,5,0.10457225888967514,0.5,1575.4998779296875
os,6,0.2123371958732605,0.5,9899.876953125
os,7,0.1431577354669571,0.5,2970.49853515625
os,8,0.21326054632663727,0.5,6762.373046875
os,9,0.3616389036178589,0.5,11561.375
os,10,0.565126359462738,0.375,56656.73828125
os,11,0.3879297077655792,0.375,25428.4921875
os,12,0.5263883471488953,0.375,36083.98828125
os,13,1.9164831638336182,0.375,213424.0
os,14,0.3139822781085968,0.25,7946.0
os,15,7.523409843444824,0.25,1210157.75
os,16,0.34786054491996765,0.25,22890.75
os,17,1.4352282285690308,0.25,140280.0625
os,18,2.5633983612060547,0.25,187493.46875
os,19,31.809675216674805,0.25,5349497.5
os,20,0.6360442042350769,0.125,41464.76171875
os,21,0.7239519357681274,0.125,34043.484375
os,22,1.887723684310913,0.125,124497.96875
os,23,0.35449159145355225,0.125,8873.748046875
os,24,29.546213150024414,0.125,4982895.0
os,25,1.2527360916137695,0.0,123982.9140625
os,26,9.064697265625,0.0,1487401.25
os,27,8.497991561889648,0.0,1388675.75
os,28,0.756048858165741,0.0,80890.2734375
os,29,0.28933799266815186,0.0,11110.5
os,30,0.9984163045883179,0.0,82495.2109375
os,31,0.6085914373397827,0.0,64443.24609375
os,32,1.3230171203613281,0.0,124323.3125
os,33,35.779727935791016,0.0,5878670.0
os,34,34.38645935058594,0.0,5682998.0
os,35,2.8238327503204346,0.0,260171.46875
os,36,17.752588272094727,0.0,2907068.0
