target,h,M_mean,M_p99,M_max
sb,1,0.027222320437431335,0.0,341.125
sb,2,0.02316640317440033,0.0,440.5000915527344
sb,3,0.015119110234081745,0.0,98.24999237060547
sb,4,0.014838936738669872,0.0,170.5
sb,5,0.007765651680529118,0.0,197.0000457763672
sb,6,0.008469752967357635,0.0,134.5
sb,7,0.0027430616319179535,0.0,31.875
sb,8,0.004782021977007389,0.0,552.5
sb,9,0.002426216145977378,0.0,125.25000762939453
sb,10,0.0004569324664771557,0.0,23.125003814697266
sb,11,0.0005024056299589574,0.0,48.24999237060547
sb,12,0.00017822565860114992,0.0,4.625
sb,13,6.967670196900144e-05,0.0,4.0
sb,14,0.0001041483337758109,0.0,5.999999523162842
sb,15,3.9605703932465985e-05,0.0,0.5
sb,16,4.107258064323105e-05,0.0,0.375
sb,17,4.180601899861358e-05,0.0,0.375
sb,18,3.8872265577083454e-05,0.0,0.375
sb,19,3.3004751458065584e-05,0.0,0.25
sb,20,4.4739776058122516e-05,0.0,0.375
sb,21,3.740538522833958e-05,0.0,0.375
sb,22,3.9605703932465985e-05,0.0,0.375
sb,23,3.520507016219199e-05,0.0,0.25
sb,24,2.933755786216352e-05,0.0,0.25
sb,25,3.667194687295705e-05,0.0,0.25
sb,26,3.520507016219199e-05,0.0,0.25
sb,27,2.860411950678099e-05,0.0,0.25
sb,28,4.4006337702739984e-05,0.0,0.5
sb,29,3.9605703932465985e-05,0.0,0.25
sb,30,3.227131310268305e-05,0.0,0.375
sb,31,2.3470045562135056e-05,0.0,0.25
sb,32,4.4006337702739984e-05,0.0,0.25
sb,33,2.7870679332409054e-05,0.0,0.25
sb,34,4.107258064323105e-05,0.0,0.25
sb,35,3.740538522833958e-05,0.0,0.25
sb,36,2.933755786216352e-05,0.0,0.25
ns,1,0.006662559229880571,0.0,345.625
ns,2,0.001255647512152791,0.0,8.750001907348633
ns,3,0.0005904183490201831,0.0,6.374999523162842
ns,4,0.0014258052688091993,0.0,44.74999237060547
ns,5,0.0008793933666311204,0.0,36.62500762939453
ns,6,0.00047453498700633645,0.0,57.125
ns,7,8.287859964184463e-05,0.0,1.375
ns,8,7.041014032438397e-05,0.0,1.125
ns,9,4.547321441350505e-05,0.0,1.0
ns,10,3.9605703932465985e-05,0.0,0.375
ns,11,3.373819345142692e-05,0.0,1.875
ns,12,3.593850851757452e-05,0.0,2.25
ns,13,2.0536290321615525e-05,0.0,1.4999998807907104
ns,14,1.8335973436478525e-05,0.0,0.25
ns,15,2.1269728676998056e-05,0.0,0.125
ns,16,2.2736607206752524e-05,0.0,0.125
ns,17,1.9069411791861057e-05,0.0,0.25
ns,18,1.9802851966232993e-05,0.0,0.25
ns,19,1.6135656551341526e-05,0.0,0.125
ns,20,1.1001584425684996e-05,0.0,0.125
ns,21,1.2468462045944761e-05,0.0,0.125
ns,22,1.2468462045944761e-05,0.0,0.125
ns,23,1.9069411791861057e-05,0.0,0.125
ns,24,1.6135656551341526e-05,0.0,0.25
ns,25,1.1735022781067528e-05,0.0,0.125
ns,26,1.3201901310821995e-05,0.0,0.125
ns,27,1.466877893108176e-05,0.0,0.125
ns,28,1.6135656551341526e-05,0.0,0.25
ns,29,1.466877893108176e-05,0.0,0.125
ns,30,1.8335973436478525e-05,0.0,0.125
ns,31,1.466877893108176e-05,0.0,0.25
ns,32,1.3935339666204527e-05,0.0,0.125
ns,33,1.1001584425684996e-05,0.0,0.125
ns,34,1.3201901310821995e-05,0.0,0.125
ns,35,2.1269728676998056e-05,0.0,0.25
ns,36,1.686909672571346e-05,0.0,0.125
os,1,0.03402717411518097,0.0,3163.00146484375
os,2,0.012538140639662743,0.0,594.500244140625
os,3,0.003925365395843983,0.0,125.0
os,4,0.003271137597039342,0.0,99.50001525878906
os,5,0.0015622249338775873,0.0,27.875003814697266
os,6,0.0009923429461196065,0.0,10.875
os,7,0.0007297717966139317,0.0,27.1250057220459
os,8,0.0002977762196678668,0.0,6.374999523162842
os,9,0.00018776036449708045,0.0,5.875
os,10,7.55442088120617e-05,0.0,2.125
os,11,0.00013788652722723782,0.0,10.125
os,12,3.373819345142692e-05,0.0,0.7499999403953552
os,13,2.2736607206752524e-05,0.0,0.7499999403953552
os,14,2.860411950678099e-05,0.0,0.25
os,15,2.0536290321615525e-05,0.0,0.25
os,16,2.2003168851369992e-05,0.0,0.25
os,17,2.1269728676998056e-05,0.0,0.375
os,18,1.8335973436478525e-05,0.0,0.25
os,19,1.9802851966232993e-05,0.0,0.25
os,20,2.2003168851369992e-05,0.0,0.25
os,21,1.9802851966232993e-05,0.0,0.375
os,22,1.2468462045944761e-05,0.0,0.125
os,23,2.3470045562135056e-05,0.0,0.25
os,24,1.686909672571346e-05,0.0,0.25
os,25,2.420348573650699e-05,0.0,0.25
os,26,3.3004751458065584e-05,0.0,0.5
os,27,2.2736607206752524e-05,0.0,0.125
os,28,2.420348573650699e-05,0.0,0.25
os,29,1.466877893108176e-05,0.0,0.25
os,30,2.1269728676998056e-05,0.0,0.25
os,31,1.7602535081095994e-05,0.0,0.25
os,32,2.0536290321615525e-05,0.0,0.25
os,33,3.080443639191799e-05,0.0,0.25
os,34,2.2736607206752524e-05,0.0,0.25
os,35,1.7602535081095994e-05,0.0,0.25
os,36,2.4936924091889523e-05,0.0,0.375
