target,h,M_mean,M_p99,M_max
sb,1,0.16972364485263824,1.7500001192092896,674.624755859375
sb,2,0.2303100973367691,3.250000238418579,1101.500244140625
sb,3,0.35667428374290466,5.125000476837158,2356.00048828125
sb,4,0.4341122508049011,6.875,2051.2509765625
sb,5,0.7234649062156677,10.624999723434449,2265.0
sb,6,0.959186315536499,13.750001907348633,7332.75146484375
sb,7,1.2873488664627075,17.374998092651367,11367.9951171875
sb,8,1.5500271320343018,21.875001907348633,14855.24609375
sb,9,1.6868678331375122,23.338748950957232,7262.3759765625
sb,10,1.9156303405761719,25.5,11995.3740234375
sb,11,2.408923864364624,27.749998092651367,12942.498046875
sb,12,2.319920301437378,29.499996185302734,16068.75
sb,13,2.167306900024414,28.999997539520265,8257.8740234375
sb,14,1.8774269819259644,27.750003814697266,3745.9990234375
sb,15,2.1924617290496826,29.625003814697266,11771.25
sb,16,1.887087106704712,27.2500057220459,5142.373046875
sb,17,2.325221538543701,28.625001907348633,13070.869140625
sb,18,2.0226235389709473,26.9637470436086,27299.876953125
sb,19,2.082031488418579,28.250003814697266,14604.6279296875
sb,20,1.9125279188156128,27.500005168914797,5892.625
sb,21,1.9907923936843872,27.375003814697266,17272.50390625
sb,22,2.0441222190856934,28.749998092651367,12782.7490234375
sb,23,2.2643048763275146,26.25,30848.509765625
sb,24,2.1433258056640625,28.25,15995.25390625
sb,25,2.285254955291748,28.250003814697266,25954.0
sb,26,2.067495346069336,27.0,22162.384765625
sb,27,2.1070425510406494,27.71374839782613,25190.623046875
sb,28,2.3484914302825928,28.588748950957232,33873.140625
sb,29,2.0057551860809326,26.875001907348633,15502.5068359375
sb,30,2.1357851028442383,25.5,30768.62109375
sb,31,2.487617254257202,28.125001907348633,26990.75390625
sb,32,2.003840208053589,26.125,13459.626953125
sb,33,1.872599482536316,26.125003814697266,10011.50390625
sb,34,1.6526747941970825,26.749996185302734,4843.001953125
sb,35,1.8737869262695312,26.624996185302734,4308.998046875
sb,36,2.14131236076355,28.250003814697266,6864.74755859375
ns,1,0.06121208146214485,0.375,1798.37548828125
ns,2,0.07764551788568497,0.625,561.1249389648438
ns,3,0.13644680380821228,0.875,6058.8779296875
ns,4,0.21201226115226746,1.6250001192092896,3071.374267578125
ns,5,0.4132804274559021,2.500000238418579,9201.0029296875
ns,6,0.30939316749572754,3.000000238418579,3005.12548828125
ns,7,0.4566207528114319,4.000000476837158,3831.3740234375
ns,8,0.8050086498260498,4.500000338554383,34878.37109375
ns,9,0.5839604139328003,5.0,6441.7509765625
ns,10,1.176552176475525,4.749999523162842,107517.1484375
ns,11,0.8115509152412415,4.749999523162842,18967.251953125
ns,12,0.8414568901062012,4.625,19550.2578125
ns,13,0.7153875231742859,4.375,5212.373046875
ns,14,0.5637116432189941,4.250000476837158,3445.875244140625
ns,15,0.5724747776985168,4.000000476837158,4087.374267578125
ns,16,0.6531156301498413,4.125,6400.5009765625
ns,17,0.6337689757347107,3.875000238418579,7951.74609375
ns,18,0.880562424659729,4.375,21638.75390625
ns,19,1.0966039896011353,3.875,89252.46875
ns,20,0.6165024042129517,4.499999523162842,12506.87109375
ns,21,0.6644083857536316,3.875,11594.123046875
ns,22,0.6783084869384766,4.250000476837158,12802.244140625
ns,23,0.6159302592277527,3.875,5614.12255859375
ns,24,0.8275985717773438,4.625,15517.505859375
ns,25,0.8921852707862854,3.8750001692771914,30541.263671875
ns,26,0.6317982077598572,4.375,5312.373046875
ns,27,2.332307815551758,4.25,238748.34375
ns,28,1.5284111499786377,4.000000476837158,153979.234375
ns,29,1.0116175413131714,4.000000476837158,35863.734375
ns,30,0.7592200636863708,4.500000338554383,11070.625
ns,31,0.7071011662483215,3.749999761581421,9121.3759765625
ns,32,0.6533539891242981,4.125,10534.0009765625
ns,33,0.5946165323257446,3.875,12739.1201171875
ns,34,0.7138729691505432,4.250000476837158,7281.37841796875
ns,35,0.787208080291748,4.125,10759.001953125
ns,36,1.316861867904663,4.125,100110.390625
os,1,0.059799473732709885,0.375,2627.623779296875
os,2,0.0635656863451004,0.75,348.4999694824219
os,3,0.09784075617790222,1.125,848.9996337890625
os,4,0.11273176968097687,1.7500001192092896,448.87493896484375
os,5,0.1782667487859726,2.375,2603.251220703125
os,6,0.2016773819923401,3.125,675.8748779296875
os,7,0.24736842513084412,3.75,1145.8746337890625
os,8,0.3287743031978607,4.375,7774.87841796875
os,9,0.34871646761894226,5.125000476837158,1744.375244140625
os,10,0.35191646218299866,5.250000476837158,1623.8746337890625
os,11,0.38716042041778564,5.875,1699.1246337890625
os,12,0.3858761787414551,5.749999046325684,1756.999755859375
os,13,0.40678870677948,5.75,4337.376953125
os,14,0.4074355959892273,5.500000476837158,10362.8740234375
os,15,0.3932325541973114,5.625,4420.501953125
os,16,0.35680484771728516,5.875,1193.3753662109375
os,17,0.45964759588241577,5.875000338554383,8173.99658203125
os,18,0.38396555185317993,5.875,1980.2491455078125
os,19,0.43783077597618103,5.875,7638.623046875
os,20,0.41540881991386414,5.750000476837158,4105.626953125
os,21,0.4021790325641632,5.874999723434448,2881.625244140625
os,22,0.40590783953666687,5.750000338554383,2389.25
os,23,0.42591312527656555,6.000000476837158,3112.75
os,24,0.4477498233318329,5.999999523162842,7377.1240234375
os,25,0.4409574270248413,5.75,5234.7509765625
os,26,0.4630603492259979,5.999999523162842,3448.74853515625
os,27,0.35730504989624023,5.749999046325684,1374.2498779296875
