target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,gate_source
sb,zinb_20260724_000250_mean,1,170430,1320,0.012829649726345338,0.009455953323945315,0.15855730776298266,18.05498348272434,0.01886549444059492,0.0,0.6924033921748574,frac(samples>0)
sb,zinb_20260724_000250_mean,2,170430,1318,0.009233199495864472,0.010687030599072934,0.17667297585777453,17.360690901053104,0.042746728013698145,0.0,0.8557815439306099,frac(samples>0)
sb,zinb_20260724_000250_mean,3,170430,1315,0.00777278818868021,0.010850037405386375,0.22626133239718485,16.6265328082295,0.09873652980297683,0.0,0.5288337882420278,frac(samples>0)
sb,zinb_20260724_000250_mean,4,170430,1312,0.007628794758659395,0.010784302939623305,0.23506214321241065,14.900080983901805,0.12129243969779668,0.0,0.9290337313002763,frac(samples>0)
sb,zinb_20260724_000250_mean,5,170430,1295,0.007489669477230917,0.01051714780261691,0.22674760333697525,15.996187363726062,0.10600722145443252,0.0,7.740551150480648,frac(samples>0)
sb,zinb_20260724_000250_mean,6,170430,1312,0.007615152113832652,0.01046314836003051,0.30310638782544286,15.171422445817237,0.1877595254684777,0.0,0.35187396369620005,frac(samples>0)
sb,zinb_20260724_000250_mean,7,170430,1314,0.007626197513848402,0.01049606143284633,0.1887881033230519,14.653526921579374,0.0763997615506069,0.0,0.0299683238547342,frac(samples>0)
sb,zinb_20260724_000250_mean,8,170430,1308,0.007603201114781443,0.010373302088834125,0.27956199048900454,14.583249715228055,0.1689363856359477,0.0,0.027015760519933273,frac(samples>0)
sb,zinb_20260724_000250_mean,9,170430,1334,0.007774484230270593,0.010570047086780497,0.30853074324871216,14.263364411767634,0.19844092377454223,0.0,0.12921785882651646,frac(samples>0)
sb,zinb_20260724_000250_mean,10,170430,1336,0.007788300221954467,0.01033213782784721,0.289884782668905,13.918085701908627,0.18220930968876217,0.0,0.09867763906922239,frac(samples>0)
sb,zinb_20260724_000250_mean,11,170430,1345,0.007843044894369027,0.010254760018776038,0.27696966180337546,14.053612918797258,0.1673822638635418,0.0,0.06891220334674163,frac(samples>0)
sb,zinb_20260724_000250_mean,12,170430,1355,0.007882740296453689,0.010197368421052632,0.26898928354630613,13.997843632080018,0.15896356926410488,0.0,0.045461999244484075,frac(samples>0)
sb,zinb_20260724_000250_mean,13,170430,1383,0.008052728957150911,0.010239816200199495,11.178319210961496,15.183172906513931,11.145554875238595,0.0,0.04349298976028143,frac(samples>0)
