target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,gate_source
sb,gtf_nb_sample,1,170430,1320,0.2758752430503851,0.034216567312524,0.146645617114113,18.079628313744834,0.0066684592904919645,0.0,0.06439314791758996,gate-head
sb,gtf_nb_sample,2,170430,1318,0.2395915380628934,0.020547085803738558,0.13720955822359107,17.16767830089051,0.004480019203089859,0.0,0.10553502760007373,gate-head
sb,gtf_nb_sample,3,170430,1315,0.2159879718758051,0.015263913589245032,0.13165531679931075,16.42015209496588,0.0049996489798445004,0.0,0.17615979920114458,gate-head
sb,gtf_nb_sample,4,170430,1312,0.193619829358948,0.013341304143288933,0.11686652891951212,14.690775059231717,0.00380364979505694,0.0,0.3692161040128758,gate-head
sb,gtf_nb_sample,5,170430,1295,0.16230030572031012,0.011423245135125387,0.11813143592607399,14.866071428778548,0.005212274955583231,0.0,0.31825498046000905,gate-head
sb,gtf_nb_sample,6,170430,1312,0.1511107739994459,0.00982335109569119,0.12004772844208887,15.09579841539877,0.0038673993151646696,0.0,0.3106504804463354,gate-head
sb,gtf_nb_sample,7,170430,1314,0.12373561543141595,0.00983384642761807,0.11650090944007732,14.585342937601302,0.0040806864865788415,0.0,0.09621131824093282,gate-head
sb,gtf_nb_sample,8,170430,1308,0.10843795400133882,0.00950394186932709,0.11441766801061523,14.581445922790271,0.002528777403528091,0.0,0.06889950992380015,gate-head
sb,gtf_nb_sample,9,170430,1334,0.09521942652971113,0.009378681261124087,0.1121612429404188,14.156074306803353,0.0013686752440028504,0.0,0.06669464591295148,gate-head
sb,gtf_nb_sample,10,170430,1336,0.08993855433335905,0.0090215850879788,0.10970999825404178,13.871526478360334,0.0009788379679168562,0.0,0.035956946717424235,gate-head
sb,gtf_nb_sample,11,170430,1345,0.07613364859004533,0.008819445141684762,0.11147731106153663,13.988417751400222,0.00109209124750504,0.0,0.013106741354628467,gate-head
sb,gtf_nb_sample,12,170430,1355,0.06306305833181707,0.008495328681025647,0.11141790251588518,13.96320341333912,0.0004069939417879944,0.0,0.006882627255947633,gate-head
sb,gtf_nb_sample,13,170430,1383,0.049285191380108236,0.008395590397276918,0.12307343922923976,15.140240869866664,0.00021563899278742295,0.0,0.009351013783907005,gate-head
sb,gtf_nb_sample,14,170430,1409,0.037641312001363614,0.008558078605363426,0.1290054017845009,15.52383117426935,0.0006704048703236502,0.0,0.002156217732689204,gate-head
sb,gtf_nb_sample,15,170430,1423,0.03062669481615185,0.008538179033284547,0.13451820397997089,16.08762298197664,0.00019673741888604802,0.0,0.1483223313291052,gate-head
sb,gtf_nb_sample,16,170430,1467,0.0247365706409326,0.008625619503366233,0.13479755251274236,15.654215660984816,5.215638975371168e-05,0.0,0.002033293051606492,gate-head
sb,gtf_nb_sample,17,170430,1512,0.024300539973702982,0.008859977076217159,0.1388466855895664,15.645285631613756,4.7175256809826796e-05,0.0,0.0012354864785420342,gate-head
sb,gtf_nb_sample,18,170430,1527,0.018755035105526195,0.008953683468688743,0.1340807076220287,14.96241609367695,2.229460091086753e-05,0.0,0.0015406105461010307,gate-head
sb,gtf_nb_sample,19,170430,1522,0.01590024521535174,0.008921238906990642,0.12757858798333627,14.285212713534822,6.660430530229474e-06,0.0,0.0003832676303109943,gate-head
sb,gtf_nb_sample,20,170430,1518,0.014797633026513704,0.008898995830334575,0.13141603224197618,14.753468791172596,8.695356161788386e-06,0.0,2.0586297760210805e-05,gate-head
sb,gtf_nb_sample,21,170430,1546,0.011009226685846793,0.009062508869608344,0.12487806577480491,13.765847347994825,5.7361857843253355e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,22,170430,1537,0.010528429550415651,0.009010023270907639,0.12462301238044945,13.81782693558881,8.881362756301326e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,23,170430,1563,0.009724541523794235,0.009162648514987987,0.13259402687320307,14.45745361484325,5.921820130635352e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,24,170430,1579,0.009772829414301215,0.009256449755465577,0.13273228011500324,14.326007362254591,4.719397575377108e-06,0.0,3.9582013932868905e-05,gate-head
sb,gtf_nb_sample,25,170430,1616,0.009825861314069446,0.009473420459333899,0.13746314469283577,14.496760906559405,6.386466762235359e-06,0.0,2.578382838283828e-05,gate-head
sb,gtf_nb_sample,26,170430,1611,0.009859189586988112,0.009444105216724613,0.14381179223141466,15.21338648355059,6.386277610932419e-06,0.0,1.489281344308741e-07,gate-head
sb,gtf_nb_sample,27,170430,1619,0.009509330534872521,0.00949109890615771,0.14468485961978525,15.230099598517603,6.571698526754773e-06,0.0,4.289341843387551e-05,gate-head
sb,gtf_nb_sample,28,170430,1635,0.010088198126893594,0.009584782708242773,0.15523620401337793,16.18089640672783,6.757457270653751e-06,0.0,3.82262996941896e-05,gate-head
sb,gtf_nb_sample,29,170430,1647,0.01028423515285133,0.009655076129986366,0.15467420641905769,16.004857316332725,6.665363217859619e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,30,170430,1641,0.010006274032711187,0.009619968190874809,0.16852089200844922,17.50152346130408,6.017127893405376e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,31,170430,1649,0.009955756381052835,0.009666904533339132,0.1698466745878073,17.55366889023651,5.7396863391021504e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,32,170430,1679,0.01005053627074117,0.009842790239980068,0.17716089450214165,17.982448630136986,5.9258908095359435e-06,0.0,4.027216144391154e-06,gate-head
sb,gtf_nb_sample,33,170430,1692,0.010186116674011527,0.009918969898855724,0.17396007525083612,17.521867612293143,6.018946532494162e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,34,170430,1705,0.010251790805129703,0.009995159322138587,0.1966959492166872,19.66085960410557,6.667654467328493e-06,0.0,1.8328445747800586e-05,gate-head
sb,gtf_nb_sample,35,170430,1742,0.010819386821087844,0.010211992365672348,0.21178847254004576,20.719862227324914,6.576490325334345e-06,0.0,0.0,gate-head
sb,gtf_nb_sample,36,170430,1761,0.011006092512780261,0.010323343236720748,0.8744516627060963,84.62905486939239,6.114045853120609e-06,0.0,3.670237661101412e-08,gate-head
ns,gtf_nb_sample,1,170430,587,0.21505742231913688,0.022717318023912487,0.08313007939184823,23.763868183468738,0.001286298564300832,0.0,0.10913277736379802,gate-head
ns,gtf_nb_sample,2,170430,567,0.12305256998611089,0.008419913048932215,0.07891931438253867,23.647652116231292,0.0002472580862985134,0.0,0.012449629394004073,gate-head
ns,gtf_nb_sample,3,170430,566,0.08895244394162999,0.005461298443162802,0.07306344613156597,21.800574204946997,0.0006656979948828939,0.0,0.029165744244180784,gate-head
ns,gtf_nb_sample,4,170430,560,0.05688856393043305,0.004671306473098865,0.06438713841333059,19.532924106743717,0.00020640784133425902,0.0,0.0012863794677051743,gate-head
ns,gtf_nb_sample,5,170430,556,0.04666721939601996,0.004063863447357092,0.06362491199134808,19.404423336330936,0.0003222057271004004,0.0,0.0015737410071942446,gate-head
ns,gtf_nb_sample,6,170430,541,0.03271215315562073,0.0037472605757369404,0.06345768790802038,19.95881469500924,0.00010227266134895593,0.0,0.0009542995224892174,gate-head
ns,gtf_nb_sample,7,170430,525,0.03033198779495551,0.0036531671821352627,0.059705597635869835,19.29172619047619,0.0002793840974738587,0.0,0.0011315192743764173,gate-head
ns,gtf_nb_sample,8,170430,515,0.027914609565297642,0.003534016657656155,0.057820201109484284,19.1114077672073,7.016375821821651e-05,0.0,0.000631067949591331,gate-head
ns,gtf_nb_sample,9,170430,510,0.02338276476621986,0.0035635430640184092,0.05738600522820948,19.110539215657056,0.0001996343635748756,0.0,0.004822595627034077,gate-head
ns,gtf_nb_sample,10,170430,524,0.023425538658346855,0.0033891406818466353,0.058804567862012005,19.096284589808405,9.187065591033673e-05,0.0,0.0036577611175808893,gate-head
ns,gtf_nb_sample,11,170430,516,0.020202650661802112,0.003239697188618747,0.05567415874587575,18.37609011627907,3.816268853422699e-05,0.0,0.00024224806201550387,gate-head
ns,gtf_nb_sample,12,170430,521,0.018672864702474975,0.0031484356951158895,0.050512673827347775,16.512386036682837,3.485321721110749e-05,0.0,0.00046975224839568926,gate-head
ns,gtf_nb_sample,13,170430,516,0.017943501772357543,0.003055533283187626,0.04270805828786964,14.08687621124031,5.830154667433054e-05,0.0,0.0001280454042081949,gate-head
ns,gtf_nb_sample,14,170430,509,0.01437668207572567,0.003022214379388475,0.038360140526815106,12.839145383089487,1.526444637537102e-05,0.0,0.0009823182320860217,gate-head
ns,gtf_nb_sample,15,170430,505,0.010488299855965905,0.002993739095878998,0.03798746186126211,12.815377475247525,1.4344563865829991e-05,0.0,0.00024752475247524753,gate-head
ns,gtf_nb_sample,16,170430,504,0.009477592548820012,0.0029675031546498687,0.035337821979610974,11.946428571428571,9.562986153377582e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,17,170430,506,0.007782693247316763,0.0029675976617524963,0.03667066390334053,12.339457756916996,3.5401850511556245e-05,0.0,2.7448397013614403e-05,gate-head
ns,gtf_nb_sample,18,170430,518,0.007439833084916512,0.0030348353478903637,0.0368366044706941,12.117760617760618,6.2532366189283585e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,19,170430,526,0.004963621037686846,0.0030818602435092033,0.036638942674411784,11.870722433460076,2.2071287315189755e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,20,170430,514,0.003912901719846362,0.0030117879556572397,0.03623555125271372,12.013618677042802,3.6782880952941454e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,21,170430,509,0.003354092064529858,0.002982948167912194,0.035993608079563456,12.051080550098233,2.298862412532883e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,22,170430,516,0.0032922534925224883,0.003023655412622323,0.035953085577656516,11.874031007751938,2.850706828160128e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,23,170430,498,0.00331145208924488,0.002918185489150512,0.03139393739365135,10.742971887550201,2.758456323705953e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,24,170430,492,0.003026604861494473,0.002883112651039369,0.03053746406149152,10.577235772357724,2.9422495262978264e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,25,170430,477,0.0032902662042860777,0.0027951227322315264,0.0317285689139236,11.335429769392034,2.9419898442510576e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,26,170430,467,0.0029562899122001474,0.002736598869526208,0.03098266150325647,11.306209850107066,2.206362561263334e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,27,170430,459,0.0027562682821362845,0.0026898189002605836,0.030878696532300652,11.4640522875817,3.8609527507633655e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,28,170430,463,0.002716820930386834,0.002713242527691971,0.03125375887461128,11.503239740820735,3.4013955650214452e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,29,170430,451,0.0031336432376672255,0.002642818454947654,0.031059122513641964,11.736141906873614,2.3900011177851383e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,30,170430,434,0.002796317126448417,0.0025432667264055713,0.02866627794402394,11.255760368663594,3.4927292406880163e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,31,170430,404,0.0025074343716931994,0.002367524787273666,0.026936003784544974,11.361386138613861,4.135396939291638e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,32,170430,391,0.002585492900438864,0.0022913193990105646,0.026834605849909054,11.695652173913043,2.4810484653520663e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,33,170430,391,0.0023178011825000164,0.002291400216290358,0.026958190312738366,11.749360613810742,2.84861120095978e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,34,170430,388,0.002637532359322601,0.0022737326831528577,0.02696469958340668,11.842783505154639,3.4917843826819255e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,35,170430,381,0.00233854007287019,0.0022327888529681287,0.026699836443114477,11.94225721784777,2.6646731236290716e-06,0.0,0.0,gate-head
ns,gtf_nb_sample,36,170430,379,0.002330572205587629,0.002221099727990862,0.026958373672475503,12.121372031662268,3.0321785817196016e-06,0.0,0.0,gate-head
os,gtf_nb_sample,1,170430,706,0.07863723164542352,0.02164751092028231,0.04467202706427171,8.00163835263877,0.011573477502302887,0.0,2.449188481170425,gate-head
os,gtf_nb_sample,2,170430,718,0.06847070876894207,0.01240519104095306,0.03286264819520212,6.7941329471849965,0.0042577641877384635,0.0,0.7984690060153223,gate-head
os,gtf_nb_sample,3,170430,718,0.06509188701114821,0.008188885654517489,0.031220662441796027,6.956389279968643,0.0019223743573690214,0.0,1.5086137959867467,gate-head
os,gtf_nb_sample,4,170430,733,0.052631593823981804,0.006958304136785188,0.03054681538753874,6.783211118273569,0.0013789283063560401,0.0,0.1498296027643114,gate-head
os,gtf_nb_sample,5,170430,746,0.042555422110572665,0.005692386266651994,0.03126256013626694,6.831392426143623,0.0013664186023480793,0.0,0.03723329986582804,gate-head
os,gtf_nb_sample,6,170430,748,0.03639919837351438,0.005140678557825905,0.030840099271217898,6.789710060867636,0.0010453377097433738,0.0,0.02420666001626865,gate-head
os,gtf_nb_sample,7,170430,756,0.030402028116917307,0.00516043630147646,0.030014522103596578,6.677703373163702,0.0003950590662341088,0.0,0.003509376898359843,gate-head
os,gtf_nb_sample,8,170430,766,0.028674032502867684,0.004997797962638315,0.0297201380155487,6.538838120016899,0.0003327348291742542,0.0,0.008535177404868963,gate-head
os,gtf_nb_sample,9,170430,759,0.022298212478872217,0.004832351391398617,0.03149322682088553,6.558094532377478,0.002297369008310289,0.0,0.006554677489560896,gate-head
os,gtf_nb_sample,10,170430,761,0.019226412569262625,0.0047946722894592845,0.029288234173261818,6.525480453311692,0.0001514898135712118,0.0,0.0028314872346289297,gate-head
os,gtf_nb_sample,11,170430,770,0.0159923373378483,0.004760479795037019,0.03130537463921599,6.908400974025974,9.375368243299199e-05,0.0,0.0012229437229437229,gate-head
os,gtf_nb_sample,12,170430,747,0.016178608071470646,0.004445127087710732,0.03308469761882786,7.32860609103079,0.000967429059934305,0.0,0.001757304700897253,gate-head
os,gtf_nb_sample,13,170430,748,0.01118741939555816,0.004422933927170304,0.029436572197894008,6.694957386363637,5.3316643409882104e-05,0.0,0.00034019289533995415,gate-head
os,gtf_nb_sample,14,170430,750,0.009629871957553084,0.004434993352677059,0.029066460571065305,6.597020833333334,3.5544849874233086e-05,0.0,0.00016666666666666666,gate-head
os,gtf_nb_sample,15,170430,760,0.00951250330286443,0.004488233964641472,0.029799257758341434,6.673375822368421,4.079610275317287e-05,0.0,2.3496240601503757e-05,gate-head
os,gtf_nb_sample,16,170430,776,0.007607284818778821,0.00455793894490976,0.031025934401570174,6.810567010309279,1.6209461961431175e-05,0.0,0.0,gate-head
os,gtf_nb_sample,17,170430,794,0.00798167841650439,0.004654869069202144,0.03235465073672244,6.942242600755668,1.2158386542978169e-05,0.0,0.0003542191435768262,gate-head
os,gtf_nb_sample,18,170430,790,0.005867630200328393,0.004632638475832314,0.03332939109898492,7.188607594936709,7.8290792265975e-06,0.0,0.0,gate-head
os,gtf_nb_sample,19,170430,792,0.005691549703439388,0.0046433249020826125,0.03415927726926011,7.349747474747475,4.513287117273252e-06,0.0,0.0,gate-head
os,gtf_nb_sample,20,170430,780,0.004959563890872708,0.004573150576783642,0.03469239570498152,7.579487179487179,3.684055408193339e-06,0.0,0.0,gate-head
os,gtf_nb_sample,21,170430,779,0.005017776414301382,0.004567294520462933,0.0354256512937863,7.7496790757381255,3.499832008063613e-06,0.0,0.0,gate-head
os,gtf_nb_sample,22,170430,802,0.004875247150944964,0.004702200112489473,0.03640607580824972,7.7356608478802995,4.052986535241824e-06,0.0,0.0,gate-head
os,gtf_nb_sample,23,170430,826,0.004673426186845105,0.004842985597690899,0.049582123159068237,10.229740466101696,3.0401700431593595e-06,0.0,0.0001513317191283293,gate-head
os,gtf_nb_sample,24,170430,831,0.004939799744777268,0.004872261885630691,0.05119733908349469,10.499398315282791,3.316646914191711e-06,0.0,0.0,gate-head
os,gtf_nb_sample,25,170430,862,0.005210713897917655,0.00505399038742916,0.05670207343190753,11.20997679814385,4.330858416682393e-06,0.0,0.0,gate-head
os,gtf_nb_sample,26,170430,850,0.004801960762894743,0.004983714955381172,0.061758859942498384,12.382352941176471,3.3170185163344734e-06,0.0,0.0,gate-head
os,gtf_nb_sample,27,170430,844,0.00496162936107237,0.004948482844493139,0.06640446224256293,13.408490077014218,3.2247650159800928e-06,0.0,7.40521327014218e-05,gate-head
os,gtf_nb_sample,28,170430,848,0.005232976869889296,0.004971883414034265,0.07348792392771225,14.768867924528301,3.224841079831586e-06,0.0,0.0,gate-head
os,gtf_nb_sample,29,170430,841,0.005336302784441112,0.004930840393566983,0.07277144575485536,14.746451397146254,3.961784077976756e-06,0.0,0.00014863258026159333,gate-head
os,gtf_nb_sample,30,170430,828,0.0049422710708322765,0.004854662748640144,0.07270781992606935,14.964975845410628,3.5008431504345466e-06,0.0,0.0,gate-head
os,gtf_nb_sample,31,170430,836,0.004911221798841438,0.004901597164155227,0.07282911239218448,14.846609599282298,2.948217507694848e-06,0.0,2.9904306220095695e-05,gate-head
os,gtf_nb_sample,32,170430,826,0.004919395087893344,0.004842944335612602,0.07238079783488822,14.933414043583536,5.066950071932265e-06,0.0,0.0,gate-head
os,gtf_nb_sample,33,170430,815,0.004810786763591934,0.0047784536801808485,0.07324790603180191,15.316564417177915,3.7769360021224536e-06,0.0,0.0,gate-head
os,gtf_nb_sample,34,170430,812,0.004825777001055151,0.004760870279420135,0.0732644084081441,15.376847290640393,2.6714440684361327e-06,0.0,0.0,gate-head
os,gtf_nb_sample,35,170430,806,0.00472095369289597,0.00472572059789693,0.07449612744235169,15.751570254342433,3.5925045984058858e-06,0.0,4.191536449600966e-06,gate-head
os,gtf_nb_sample,36,170430,804,0.004742231856591505,0.004713973598501494,0.06680565334741537,14.16044776119403,4.053034322568474e-06,0.0,0.0,gate-head
