target,h,model,ref,crps_all_model,crps_all_ref,gap,zero_part,event_part,zero_share,AP_model,AP_ref,delta_AP,size_ratio_model,mcr_all_model,N,n_event,p_event,residual
os,36,ZINB_43,light_strider,0.14507770903982523,0.07128678053077143,0.07379092850905379,0.07383561666043077,-4.468815137696281e-05,1.000605604947382,0.028467390163085998,0.07815971849050767,-0.04969232832742167,0.0,6.547336101974462,170430,813,0.00477028692131667,1.3877787807814457e-17
os,36,ZINB_44,light_strider,0.6505992282846248,0.07128678053077143,0.5793124477538534,0.5751545300057487,0.004157917748104762,0.9928226680365215,0.014770237480143129,0.07815971849050767,-0.06338948101036454,0.32142857142857145,49.495589153423055,170430,813,0.00477028692131667,1.1102230246251565e-16
os,36,coord_enc_42,light_strider,0.06750911298466247,0.07128678053077143,-0.003777667546108962,-0.005841524638762351,0.002063857092653396,1.546331054139262,0.018253390330710106,0.07815971849050767,-0.05990632815979756,0.0,0.03894104632451382,170430,813,0.00477028692131667,6.938893903907228e-18
os,36,coord_enc_43,light_strider,0.06756687126330231,0.07128678053077143,-0.0037199092674691236,-0.0059168855264413065,0.0021969762589721946,1.5905994208474115,0.02359823974081647,0.07815971849050767,-0.054561478749691195,0.0,0.0460807809242206,170430,813,0.00477028692131667,1.1709383462843448e-17
os,36,coord_enc_44,light_strider,0.06744090315991252,0.07128678053077143,-0.0038458773708589106,-0.0060772335821615035,0.0022313562113026038,1.5801943213816665,0.038253257791243986,0.07815971849050767,-0.03990646069926368,0.0,0.026037117315549807,170430,813,0.00477028692131667,1.0842021724855044e-17
os,36,coord_top_42,light_strider,0.06730659214808915,0.07128678053077143,-0.003980188382682284,-0.0061877995078509695,0.0022076111251686913,1.5546499092289086,0.006967041456781882,0.07815971849050767,-0.07119267703372578,0.0,0.012576419439809356,170430,813,0.00477028692131667,6.071532165918825e-18
os,36,coord_top_43,light_strider,0.07007339891020711,0.07128678053077143,-0.0012133816205643216,-0.003350765962257062,0.002137384341692749,2.761510398269163,0.01932592237475919,0.07815971849050767,-0.058833796115748474,0.0,0.2785698716784929,170430,813,0.00477028692131667,8.673617379884035e-18
os,36,coord_top_44,light_strider,0.06724085768831523,0.07128678053077143,-0.004045922842456209,-0.006253442287756329,0.0022075194453001264,1.5456158041708905,0.019523324726319548,0.07815971849050767,-0.05863639376418812,0.0,0.005818777893442156,170430,813,0.00477028692131667,6.938893903907228e-18
os,36,gated_NB_42,light_strider,0.06994798086041094,0.07128678053077143,-0.001338799670360491,-0.0030527147046471048,0.0017139150342866162,2.2801878221445318,0.05945122482678567,0.07815971849050767,-0.018708493663721994,0.0,0.26649563069003895,170430,813,0.00477028692131667,2.3852447794681098e-18
os,36,gated_NB_43,light_strider,0.067861072020597,0.07128678053077143,-0.00342570851017443,-0.005552549675113122,0.0021268411649387024,1.6208470915204627,0.05194196157254077,0.07815971849050767,-0.0262177569179669,0.0,0.06502183562583863,170430,813,0.00477028692131667,1.0408340855860843e-17
os,36,gated_NB_44,light_strider,0.06731465998898228,0.07128678053077143,-0.003972120541789151,-0.00616057058448195,0.0021884500426927983,1.5509525754993985,0.05719580649556215,0.07815971849050767,-0.020963911994945517,0.0,0.019585153677472315,170430,813,0.00477028692131667,0.0
os,36,th_gated_NB_42,light_strider,0.07178295344133538,0.07128678053077143,0.0004961729105639467,-0.0008149924576072662,0.0013111653681712214,-1.642557342924972,0.06842696381111503,0.07815971849050767,-0.009732754679392636,0.0,0.38419215046357374,170430,813,0.00477028692131667,8.456776945386935e-18
os,36,th_gated_NB_43,light_strider,0.06867188879639612,0.07128678053077143,-0.0026148917343753186,-0.004653353514670556,0.0020384617802952382,1.779558768532424,0.055680293573025195,0.07815971849050767,-0.02247942491748247,0.0,0.13253274744287066,170430,813,0.00477028692131667,8.673617379884035e-19
os,36,th_gated_NB_44,light_strider,0.0675181892906015,0.07128678053077143,-0.003768591240169941,-0.005921836203452826,0.0021532449632828917,1.5713660161205987,0.049544074875390726,0.07815971849050767,-0.02861564361511694,0.0,0.02969432338852614,170430,813,0.00477028692131667,6.5052130349130266e-18
os,36,zinbcore_soft_42,light_strider,1.447763392374244,0.07128678053077143,1.3764766118434724,1.3794269101519907,-0.002950298308518294,1.002143369733371,0.007573517218391825,0.07815971849050767,-0.07058620127211584,1.025,90.29379672504407,170430,813,0.00477028692131667,0.0
os,36,zinbcore_soft_43,light_strider,0.3240354389561224,0.07128678053077143,0.252748658425351,0.2536576127810395,-0.0009089543556884471,1.0035962776671155,0.01689895414130206,0.07815971849050767,-0.061260764349205604,0.15625,19.401516815460404,170430,813,0.00477028692131667,5.551115123125783e-17
os,36,zinbcore_soft_44,light_strider,0.8644219853108981,0.07128678053077143,0.7931352047801267,0.7977895567526856,-0.004654351972558927,1.0058682957766945,0.00953896978742501,0.07815971849050767,-0.06862074870308266,0.8750000596046448,51.20275016184977,170430,813,0.00477028692131667,0.0
os,36,zinbcore_th_42,light_strider,0.20181141228973604,0.07128678053077143,0.13052463175896462,0.12957679355556484,0.000947838203399765,0.9927382426548415,0.03538002634542514,0.07815971849050767,-0.042779692145082523,0.0,8.707161167771535,170430,813,0.00477028692131667,0.0
os,36,zinbcore_th_43,light_strider,0.09070751226567182,0.07128678053077143,0.019420731734900387,0.018022653865665924,0.001398077869234477,0.9280110611526536,0.04147055356224106,0.07815971849050767,-0.036689164928266606,0.0,1.7849344678125525,170430,813,0.00477028692131667,1.3877787807814457e-17
os,36,zinbcore_th_44,light_strider,0.13711567900719474,0.07128678053077143,0.0658288984764233,0.06426992236414664,0.0015589761122766508,0.9763177548408316,0.039774625516632536,0.07815971849050767,-0.03838509297387513,0.0,4.469017492970004,170430,813,0.00477028692131667,-1.3877787807814457e-17
sb,1,ZINB_42,light_strider,0.1372597989085512,0.1911885933970325,-0.05392879448848131,-0.022265950023851674,-0.03166284446462963,0.4128768357432405,0.45006547850455747,0.33548180261712546,0.11458367588743201,0.2717391304347826,0.920554465886708,170430,1343,0.007880068063134425,1.3877787807814457e-17
sb,1,ZINB_43,light_strider,0.13580034715343423,0.1911885933970325,-0.05538824624359828,-0.027042287765345664,-0.028345958478252616,0.4882315220166622,0.44775655859555485,0.33548180261712546,0.1122747559784294,0.18055556880103218,0.8234212693405324,170430,1343,0.007880068063134425,0.0
sb,1,ZINB_44,light_strider,0.1476289756846146,0.1911885933970325,-0.0435596177124179,-0.01849836571673122,-0.025061251995686686,0.42466777001713074,0.43732465793582576,0.33548180261712546,0.1018428553187003,0.203125,1.2796163256864939,170430,1343,0.007880068063134425,-6.938893903907228e-18
sb,1,coord_enc_42,light_strider,0.14187982268025986,0.1911885933970325,-0.04930877071677264,-0.02948564784737398,-0.019823122869398663,0.5979797796367347,0.42314079957049777,0.33548180261712546,0.08765899695337231,0.022727272727272728,0.7710303214391883,170430,1343,0.007880068063134425,0.0
sb,1,coord_enc_43,light_strider,0.1413987784448143,0.1911885933970325,-0.04978981495221821,-0.027668919548316226,-0.022120895403901965,0.5557144483238039,0.4394580248481079,0.33548180261712546,0.10397622223098246,0.037499997019767764,0.8784833670558767,170430,1343,0.007880068063134425,1.3877787807814457e-17
sb,1,coord_enc_44,light_strider,0.14341931062235921,0.1911885933970325,-0.047769282774673294,-0.03003288539558105,-0.017736397379092234,0.6287070613399314,0.41486621329251056,0.33548180261712546,0.0793844106753851,0.0,0.7345722286530236,170430,1343,0.007880068063134425,1.3877787807814457e-17
sb,1,coord_top_42,light_strider,0.14011525990650078,0.1911885933970325,-0.051073333490531725,-0.030023167231763074,-0.02105016625876864,0.5878442854592396,0.4054815399092031,0.33548180261712546,0.06999973729207765,0.016025641025641024,0.7543528914456564,170430,1343,0.007880068063134425,1.3877787807814457e-17
sb,1,coord_top_43,light_strider,0.14151942913890941,0.1911885933970325,-0.049669164258123094,-0.025242978709863046,-0.024426185548260045,0.508222336471762,0.4157197226023082,0.33548180261712546,0.08023791998518276,0.0937500074505806,0.9618132338955077,170430,1343,0.007880068063134425,0.0
sb,1,coord_top_44,light_strider,0.14192978810921827,0.1911885933970325,-0.049258805287814234,-0.031068409180426786,-0.01819039610738746,0.6307178787406069,0.39669904274669726,0.33548180261712546,0.061217240129571804,0.0,0.660474043023399,170430,1343,0.007880068063134425,-1.3877787807814457e-17
sb,1,gated_NB_42,light_strider,0.1344031458368976,0.1911885933970325,-0.0567854475601349,-0.029587871072807203,-0.02719757648732771,0.5210467178492185,0.4542821789530719,0.33548180261712546,0.11880037633594642,0.13194444444444445,0.6791925084226188,170430,1343,0.007880068063134425,-1.3877787807814457e-17
sb,1,gated_NB_43,light_strider,0.13553823427498982,0.1911885933970325,-0.05565035912204269,-0.028155923139810815,-0.02749443598223188,0.5059432424876925,0.449200465900885,0.33548180261712546,0.11371866328375957,0.0859375,0.8002145148259128,170430,1343,0.007880068063134425,0.0
sb,1,gated_NB_44,light_strider,0.1419607758290774,0.1911885933970325,-0.04922781756795511,-0.026440501224308837,-0.022787316343646242,0.537104883591677,0.44674688289895403,0.33548180261712546,0.11126508028182858,0.08144796380090498,0.9241679046442225,170430,1343,0.007880068063134425,2.7755575615628914e-17
sb,1,th_gated_NB_42,light_strider,0.13484870996884685,0.1911885933970325,-0.05633988342818566,-0.02841317695995308,-0.027926706468232573,0.5043172834422047,0.4542821789530719,0.33548180261712546,0.11880037633594642,0.14583333333333334,0.650929922813149,170430,1343,0.007880068063134425,6.938893903907228e-18
sb,1,th_gated_NB_43,light_strider,0.1364654845174441,0.1911885933970325,-0.054723108879588395,-0.026609192051630388,-0.028113916827958007,0.48625146846427725,0.449200465900885,0.33548180261712546,0.11371866328375957,0.08333333333333333,0.8223538884323023,170430,1343,0.007880068063134425,0.0
sb,1,th_gated_NB_44,light_strider,0.14266515231086868,0.1911885933970325,-0.04852344108616383,-0.025582835990512608,-0.02294060509565123,0.5272263346922319,0.44674688289895403,0.33548180261712546,0.11126508028182858,0.0625,0.8915056257083165,170430,1343,0.007880068063134425,-1.3877787807814457e-17
sb,1,zinbcore_soft_42,light_strider,0.1450376440513052,0.1911885933970325,-0.046150949345727305,-0.012594915624288914,-0.033556033721438366,0.2729069673071625,0.45006547850455747,0.33548180261712546,0.11458367588743201,0.4107142857142857,1.2098710759639362,170430,1343,0.007880068063134425,2.7755575615628914e-17
sb,1,zinbcore_soft_43,light_strider,0.1450161910542582,0.1911885933970325,-0.04617240234277431,-0.016139534347182054,-0.030032867995592266,0.34954937426399235,0.44775655859555485,0.33548180261712546,0.1122747559784294,0.3333333333333333,1.2046642882232936,170430,1343,0.007880068063134425,-1.3877787807814457e-17
sb,1,zinbcore_soft_44,light_strider,0.15968121137663013,0.1911885933970325,-0.031507382020402375,-0.005325251979628673,-0.026182130040773688,0.16901600952374732,0.43732465793582576,0.33548180261712546,0.1018428553187003,0.41666671207972933,1.770317035201896,170430,1343,0.007880068063134425,1.3877787807814457e-17
sb,1,zinbcore_th_42,light_strider,0.14612771764245489,0.1911885933970325,-0.04506087575457762,-0.011418571291374559,-0.03364230446320306,0.2534032261948343,0.45006547850455747,0.33548180261712546,0.11458367588743201,0.3750000298023224,0.9681187152053154,170430,1343,0.007880068063134425,6.938893903907228e-18
sb,1,zinbcore_th_43,light_strider,0.14314931385870033,0.1911885933970325,-0.048039279538332175,-0.01753673556535686,-0.030502543972975305,0.365049928597778,0.44775655859555485,0.33548180261712546,0.1122747559784294,0.25,0.9089953336308716,170430,1343,0.007880068063134425,1.3877787807814457e-17
sb,1,zinbcore_th_44,light_strider,0.15795277088626108,0.1911885933970325,-0.03323582251077142,-0.0073023283052478065,-0.02593349420552361,0.21971257978890665,0.43732465793582576,0.33548180261712546,0.1018428553187003,0.35027472527472525,1.4115934790834301,170430,1343,0.007880068063134425,6.938893903907228e-18
sb,18,ZINB_42,light_strider,0.5146805190341627,0.19517068127081133,0.31950983776335135,0.3366062764345704,-0.017096438671219127,1.053508332610033,0.09458007801862328,0.25776373216283543,-0.16318365414421215,1.2727272727272727,9.657471889856671,170430,1547,0.009077040427154844,-5.551115123125783e-17
