target,model,h,N,n_event,AP,Brier,crps_all,crps_events,crps_none,size_ratio,pos_mcr,mcr_all,mcr_none,act_pred,act_true,act_ratio,precision_at_k,mag_on_false_pos,mag_on_true_pos,n_false_pos,gate_source
sb,use_real,1,170430,1343,0.48681733036039415,0.005630646354686885,0.12415191544297338,15.238729177560167,0.004102016497321799,0.0625,0.9359584090511529,0.4531386867522468,0.029509587213397026,0.0031526873203074576,0.007880068063134425,0.4000837676842889,0.462397617274758,4.232600464384972,8.989935628505913,722,gate-head
sb,use_real,6,170430,1336,0.4976316014722634,0.005445027773179312,0.1041299489094805,12.816976396994342,0.0036866283029458324,0.08258518022287836,0.8179335857400265,0.47969688543068145,0.027043020352721214,0.0030683418412251365,0.007838995482016078,0.3914202844311377,0.4865269461077844,4.089376900399391,7.312500086976931,686,gate-head
sb,use_real,12,170430,1379,0.4963881608031937,0.005579579968413778,0.09891790249926202,11.74134619334379,0.00394710307734436,0.08522726730866866,0.897864501961398,0.5187129696301643,0.028950951993465424,0.0032128293140878954,0.008091298480314498,0.3970721537345903,0.4880348078317622,4.435995081835361,6.9791976597829875,706,gate-head
sb,use_real,18,170430,1547,0.49505770003266714,0.00623811974904419,0.11865912236424984,12.56845911320494,0.004616616097600466,0.10416666666666667,0.8906669413956588,0.5143346808629653,0.03340219333767891,0.0036136536994660563,0.009077040427154844,0.39810924369747897,0.5016160310277957,4.564688727317617,7.389175275321474,771,gate-head
sb,use_real,24,170430,1590,0.4882366279942978,0.006484367887074685,0.12012918617980518,12.389318006661421,0.004587784707608013,0.11805555555555555,0.9732190760098766,0.5052356458311805,0.03322598338127136,0.0038124156545209175,0.009329343425453265,0.40864779874213836,0.5031446540880503,4.3241297656976725,6.785468782372773,790,gate-head
sb,use_real,30,170430,1655,0.4921843496973883,0.006747225290517751,0.15806427588875968,15.709254623039026,0.005570008227472799,0.10511363636363637,1.073885683973091,0.4556766198190168,0.04099985212087631,0.004008977292730153,0.009710731678695066,0.41283987915407855,0.508761329305136,5.181426871600039,6.904023220696246,813,gate-head
sb,use_real,36,170430,1779,0.47770152127293475,0.007351123065683244,0.860509125896151,81.90292343145792,0.0056404619119801765,0.09375,1.1034722438696718,0.09021875246536704,0.03873123973608017,0.004195637505134073,0.010438303115648653,0.4019463181562676,0.48791455874086564,4.795142760490089,7.459965546971642,911,gate-head
